index,UN,Cyc,SenM2,SenM3,SenM4,SenM7,SenM8,SenM9,SenM11,SenM12,SenM13,SenM14,SenM15,SenM17,SenM20,SenM21,RUL
27,1,28,-0.4257857118429495,-0.45699432696745995,-0.6171156541326813,0.5442717759309806,-0.1505344154491487,-0.689622428477634,-0.5968268038517297,0.484660199703177,-0.1863638042488591,-0.6462741039496851,-0.398325515964997,-0.44679690917043274,0.38975842931429344,0.49532833344227123,115
28,1,29,-0.42114826754309886,-0.44862682424848827,-0.6262179122609309,0.5409377332025835,-0.1212445394818153,-0.6853685571288722,-0.5984481309460123,0.4823499963755753,-0.1732453386481024,-0.6468549587997082,-0.3957454206497531,-0.4281913058268938,0.36962472987641,0.4897893306275003,114
29,1,30,-0.4165108232432482,-0.4402593215295166,-0.6353201703891805,0.5376036904741863,-0.0919546635144819,-0.6811146857801105,-0.600069458040295,0.4800397930479736,-0.1601268730473457,-0.6474358136497315,-0.3931653253345092,-0.40958570248335485,0.34949103043852653,0.48425032781272936,113
30,1,31,-0.41187337894339754,-0.43189181881054495,-0.64442242851743,0.5342696477457891,-0.06266478754714855,-0.6768608144313487,-0.6016907851345776,0.47772958972037194,-0.14700840744658902,-0.6480166684997546,-0.3905852300192653,-0.3909800991398159,0.329357331000643,0.47871132499795843,112
31,2,1,-0.11774586512449414,-0.28618124796659516,-0.08389636418597646,0.05971278612036601,0.21759772237577749,-0.922646179772398,-0.10674546476994927,0.049473411767462484,0.018571949261846656,-0.898514240691043,-0.5051177091214296,-0.25865650969529097,0.11821679545124451,0.5599801896325609,146
32,2,2,-0.12171457164507746,-0.2733104073106521,-0.09153118867534969,0.06361244755465367,0.21948264783189148,-0.9130444816552353,-0.10641298537200868,0.0502926676494093,0.024056470815076465,-0.8903443504222447,-0.47659677092987385,-0.253644846187491,0.11551314574526184,0.5329913495650601,145
33,2,3,-0.12568327816566077,-0.2604395666547091,-0.09916601316472293,0.06751210898894133,0.22136757328800546,-0.9034427835380727,-0.10608050597406807,0.05111192353135613,0.02954099236830627,-0.8821744601534465,-0.448075832738318,-0.248633182679691,0.11280949603927917,0.5060025094975592,144
34,2,4,-0.1296519846862441,-0.247568725998766,-0.10680083765409615,0.07141177042322898,0.22325249874411948,-0.89384108542091,-0.10574802657612747,0.05193117941330295,0.03502551392153608,-0.8740045698846481,-0.41955489454676226,-0.24362151917189104,0.1101058463332965,0.4790136694300584,143
35,2,5,-0.1336206912068274,-0.23469788534282296,-0.11443566214346938,0.07531143185751664,0.22513742420023347,-0.8842393873037474,-0.10541554717818688,0.052750435295249774,0.040510035474765886,-0.8658346796158499,-0.3910339563552065,-0.23860985566409107,0.10740219662731382,0.45202482936255756,142
36,2,6,-0.13758939772741072,-0.22182704468687992,-0.12207048663284262,0.0792110932918043,0.22702234965634746,-0.8746376891865847,-0.10508306778024627,0.05356969117719659,0.045994557027995694,-0.8576647893470516,-0.36251301816365067,-0.23359819215629107,0.10469854692133114,0.4250359892950567,141
37,2,7,-0.14155810424799403,-0.20895620403093684,-0.12970531112221584,0.08311075472609196,0.22890727511246145,-0.865035991069422,-0.10475058838230568,0.05438894705914342,0.051479078581225496,-0.8494948990782534,-0.3339920799720949,-0.2285865286484911,0.10199489721534846,0.3980471492275559,140
38,2,8,-0.14552681076857735,-0.1960853633749938,-0.1373401356115891,0.0870104161603796,0.23079220056857544,-0.8554342929522594,-0.10441810898436509,0.05520820294109024,0.05696360013445531,-0.841325008809455,-0.30547114178053913,-0.22357486514069114,0.0992912475093658,0.37105830916005506,139
39,2,9,-0.14949551728916066,-0.18321452271905075,-0.1449749601009623,0.09091007759466727,0.23267712602468946,-0.8458325948350967,-0.10408562958642448,0.05602745882303706,0.06244812168768511,-0.8331551185406568,-0.27695020358898337,-0.21856320163289114,0.09658759780338312,0.3440694690925542,138
40,2,10,-0.15346422380974398,-0.17034368206310777,-0.15260978459033558,0.09480973902895491,0.23456205148080345,-0.836230896717934,-0.10375315018848391,0.056846714704983876,0.06793264324091493,-0.8249852282718587,-0.2484292653974276,-0.2135515381250912,0.09388394809740044,0.3170806290250535,137
41,2,11,-0.15542682498797283,-0.15840828310147595,-0.15889211261262426,0.09819361422942169,0.2360256597165049,-0.8265344445111585,-0.10330618790743525,0.05773097648004575,0.07387374252656255,-0.817078667756791,-0.22219304428193545,-0.20745006560723145,0.09256451377752853,0.2913161464172541,136
42,2,12,-0.15624319853700774,-0.1472493800170383,-0.16434206077979308,0.10122094247616995,0.23726814728349888,-0.8169896822265977,-0.10285242191350326,0.05867186222921235,0.08002624289108316,-0.8093796138716017,-0.19740350838851625,-0.20049569908149883,0.09220780483064588,0.2666772978870069,135
43,2,13,-0.1558010291965527,-0.1369150919614327,-0.16885812931609187,0.10396583564167867,0.238402909396508,-0.8075085260813873,-0.1025251494386876,0.059824001790740815,0.08633182679547685,-0.802086652062735,-0.17418200880917167,-0.19283423239539296,0.09269718617875278,0.24305579379723813,134
44,2,14,-0.1539966413417191,-0.1270351887455652,-0.17254468724888208,0.1062266122369067,0.23960813853580967,-0.7983312857873985,-0.10240351571448805,0.06097827671670241,0.092790494239743,-0.7952038469445922,-0.15266973840213122,-0.18439276862516407,0.09407931185304919,0.2207055165375592,133
45,2,15,-0.15090131196461784,-0.11783231122029725,-0.17538153026473405,0.1080713093906872,0.24077043948668136,-0.7894978938506559,-0.10240004443240489,0.061963857852451065,0.099373086454381,-0.788688326512897,-0.1327919310917539,-0.17517130777081213,0.09616756572873546,0.19967764477581645,132
46,2,16,-0.1466770342291375,-0.10945422827293458,-0.17742867354318437,0.10951572143649929,0.2419546095146793,-0.7811394932663372,-0.10246474913043817,0.06271889326268394,0.10613792097839068,-0.7827488377500964,-0.11438755225358267,-0.1651698498323371,0.09865869660301244,0.18009223220436485,131
47,2,17,-0.14162403546568472,-0.10205750669537335,-0.17863925264124822,0.1106728386061552,0.24340363836563716,-0.7733698068088706,-0.10251015350008817,0.06317269502134058,0.1130121008880226,-0.7774353173474019,-0.09747500584469825,-0.15438839480973907,0.10146522816738031,0.1618132380813651,130
48,2,18,-0.13572287649459291,-0.09544966988106232,-0.17907304363416124,0.1117868655942168,0.24497173219205537,-0.7663023785837535,-0.10249460215635497,0.06352849091584475,0.11995188802902718,-0.7727869598008221,-0.0819340910204166,-0.14275404577926817,0.10449385235943932,0.14517468113881288,129
49,2,19,-0.12889364068834366,-0.09001531194495739,-0.17886334716969887,0.11290518540112146,0.24643210056449025,-0.7600185922889471,-0.10251390248473832,0.06371264768988345,0.12700102055565396,-0.7687288600735402,-0.06789507328945035,-0.13033969966467418,0.10776206444088943,0.1300390124226533,128
50,2,20,-0.12096137542993746,-0.0859041768141703,-0.17799115445593622,0.11402658307814004,0.24763894963544203,-0.7543837315506584,-0.10255555786973829,0.06392102980524916,0.1342032366221532,-0.7652521147244877,-0.05532114473763791,-0.11729115031345681,0.1113106866890305,0.11626094082279204,127
51,2,21,-0.111826256931938,-0.08278264435564796,-0.1763136465013844,0.11501142051800065,0.24866274643120273,-0.7491969367569283,-0.10246974777663856,0.06422734415151113,0.14156291004395075,-0.7622521776776229,-0.0440646519509829,-0.10411138649948976,0.11493453856248145,0.1036615370693545,126
52,2,22,-0.10167497331610663,-0.08015813964176662,-0.17392956142711768,0.11590132996382257,0.24936363685361485,-0.7444217832684052,-0.1022942397545057,0.06448947854398539,0.149077124944096,-0.7599177534953352,-0.034521778447227265,-0.09110657530252228,0.11837255187831953,0.09217314946551822,125
53,2,23,-0.09059910471776153,-0.07774510184141997,-0.17064975179080397,0.11677815846166048,0.2497799592847977,-0.7399785847419713,-0.10192281257159001,0.06470326043148085,0.1565908538647472,-0.758232228872732,-0.026741869836293963,-0.07874082713709483,0.12164610973417807,0.08163089690030058,124
54,2,24,-0.07884574470955392,-0.07590757867061211,-0.16685772495086798,0.11764113654398589,0.24982045757576118,-0.7360878186381832,-0.10144085976714123,0.06480561065775609,0.16406570442606236,-0.757214217163062,-0.020379161774527046,-0.06733245857024836,0.12490489381349001,0.07191936762338774,123
55,2,25,-0.06650647342680212,-0.074743526118753,-0.1626514977304095,0.1182076266381044,0.24975026053806973,-0.7327855760810542,-0.10080047764840952,0.0650044204498013,0.17143412547870016,-0.756855427843301,-0.015127573450726121,-0.05734558001652334,0.12800699810468902,0.06299856049524163,122
56,2,26,-0.053685830457935395,-0.07424819810533906,-0.15832037039328203,0.11837723348069608,0.2494781120227315,-0.7301854905105476,-0.09989544498364512,0.0651953760278398,0.1788618360293187,-0.7571862810037672,-0.010893244683778983,-0.0486611265004617,0.13079885308840883,0.05502755838877189,121
57,2,27,-0.040596350833975475,-0.07473177762439177,-0.15391764725830914,0.11827311237460718,0.24920434357575577,-0.7283390185787217,-0.09879449315809789,0.06525060097007479,0.18628128492857662,-0.7581235810846192,-0.007346514592475423,-0.041451620741604724,0.13323186081548288,0.04799270360447135,120
58,2,28,-0.02743761013283297,-0.07624517880812294,-0.14947367863142363,0.11824925888122496,0.24870810451704092,-0.7273260252976261,-0.09744138740201794,0.0651394147530425,0.19353744471863357,-0.7596361983009613,-0.004202581940989717,-0.036035379306993263,0.13511746124314497,0.041844543539584715,119
59,2,29,-0.01459493609367732,-0.07826691334314233,-0.14506735299164986,0.11834621178981251,0.2480277332287064,-0.727125963740224,-0.09572990648365556,0.06478695689949145,0.20041697040264925,-0.7618749427506054,-0.0011036047888316413,-0.0327307187636682,0.13619711328182907,0.036338563478150225,118
60,2,30,-0.002237665570493288,-0.08055163939075732,-0.14064724697399844,0.1187041356854244,0.24729876399120576,-0.7278898091530062,-0.09372878178826058,0.06433632137085646,0.20679399329228243,-0.7647751999681146,0.002410630815751096,-0.03185595567867038,0.13638722845896878,0.031252972434919875,117
61,2,31,0.009539237444199634,-0.08323562871261486,-0.13639399989275966,0.11937417990955833,0.24660219338648315,-0.7295920773908159,-0.09138566638201644,0.06365300475227251,0.21273509257789172,-0.76832239863345,0.00662398673994155,-0.033641930310540934,0.13568450211402072,0.026306539105440913,116
62,2,32,0.0205909510618852,-0.0863635620955995,-0.1323832145353557,0.12033814048042238,0.24565399340051997,-0.7322869408734591,-0.08844680954463213,0.06269233620157645,0.2182463430031236,-0.7722631310069632,0.011705290533773319,-0.038097147300383966,0.13439519852263243,0.021525352209459045,115
63,2,33,0.03081379965767479,-0.09030566972880515,-0.1285105218744252,0.12179769888705766,0.24427597155303882,-0.7357340898890647,-0.08483306604460786,0.061663434166697076,0.2233277445679787,-0.7765933324742536,0.017795735055475825,-0.04529450357194932,0.1324726636536041,0.016655529357362808,114
64,2,34,0.04027906022367937,-0.09483931076137031,-0.12479612622339778,0.12368481800063104,0.2425815230587623,-0.7398935919316078,-0.0806319121904434,0.06073712780228041,0.22800845604195752,-0.7813558750395971,0.024820554229408237,-0.05523399912523699,0.13010351363173522,0.011645891881305789,113
65,2,35,0.04914872592378743,-0.09981671630598929,-0.12118001240273688,0.12598370348766336,0.24050585065213412,-0.744634304005911,-0.07589333444413861,0.05997526904362932,0.23223015988606033,-0.7863420117205467,0.032618713431113354,-0.06791563396024698,0.12759099965982504,0.006376386088933115,112
66,2,36,0.05772302408840564,-0.10508131957076595,-0.11770904485542723,0.12858136511634247,0.23780596458732062,-0.7498425033375462,-0.07070480911419327,0.05944854581680425,0.23606575302403657,-0.7915018058258911,0.041208616617672014,-0.08333940807697927,0.12502259804637333,0.000983052722084101,111
67,2,37,0.06598251553786741,-0.1108255971622515,-0.11432344750623323,0.1312335981921064,0.2346276587118213,-0.7554046458210157,-0.0651079915856073,0.058953730334381456,0.23955897361013576,-0.7967960628596216,0.050470062944400096,-0.1015782183991837,0.12249161685377988,-0.004868126951236975,110
68,2,38,0.07384728364465434,-0.11666495496549005,-0.11088991970737944,0.1338930197145179,0.23119772345508,-0.7612393477583584,-0.059007074472880935,0.05856445585267389,0.24266608349010843,-0.8022996878585549,0.060533317920010286,-0.12255916800311044,0.1199805608203447,-0.011039603976975284,109
69,2,39,0.0811423757917669,-0.12244964905336991,-0.10742747025079086,0.136560844632306,0.22766195266459632,-0.7674813255233672,-0.05241455439151413,0.05808485790988912,0.24534334450970427,-0.8080215842637598,0.07136157363034094,-0.14613646304125988,0.11744860766876793,-0.017386087245036364,108
70,2,40,0.08780083480479779,-0.12844684844692486,-0.10410490677293281,0.13934520338236633,0.2238583531764813,-0.7741603274930134,-0.0454012454960067,0.05749873718963827,0.24763449482317285,-0.8139613649691029,0.08296000618832104,-0.1720185158186327,0.11494824318414938,-0.02393241198323567,107
71,2,41,0.09349376056333214,-0.13533143172908657,-0.10115930616952917,0.1422214223809241,0.21994567829134465,-0.7817415033394515,-0.037826873277371484,0.0566965764953652,0.24936980609305107,-0.8201363699099479,0.0964136582666883,-0.20121920104971602,0.1123488846770786,-0.03051088175112162,106
72,2,42,0.09918668632186647,-0.14221601501124828,-0.09821370556612562,0.14509764137948192,0.216033003406208,-0.7893226791858894,-0.030252501058736295,0.05589441580109214,0.2511051173629293,-0.826311374850793,0.10986731034505548,-0.23041988628079935,0.1097495261700078,-0.03708935151900756,105
73,2,43,0.10487961208040084,-0.14910059829341,-0.09526810496272205,0.14797386037803972,0.2121203285210714,-0.7969038550323275,-0.022678128840101106,0.05509225510681909,0.25284042863280753,-0.8324863797916381,0.12332096242342269,-0.2596205715118826,0.107150167662937,-0.04366782128689351,104
74,2,44,0.11057253783893517,-0.15598518157557173,-0.09232250435931848,0.1508500793765975,0.20820765363593477,-0.8044850308787654,-0.015103756621465916,0.054290094412546036,0.2545757399026857,-0.8386613847324832,0.1367746145017899,-0.28882125674296594,0.1045508091558662,-0.05024629105477945,103
75,2,45,0.1162654635974695,-0.16286976485773344,-0.08937690375591492,0.1537262983751553,0.20429497875079816,-0.8120662067252035,-0.007529384402830727,0.053487933718272984,0.256311051172564,-0.8448363896733283,0.1502282665801571,-0.3180219419740492,0.1019514506487954,-0.05682476082266539,102
76,2,46,0.12195838935600384,-0.16975434813989515,-0.08643130315251135,0.1566025173737131,0.20038230386566153,-0.8196473825716415,4.4987815804461984e-05,0.05268577302399993,0.25804636244244217,-0.8510113946141734,0.1636819186585243,-0.34722262720513253,0.09935209214172462,-0.06340323059055133,101
77,2,47,0.1276513151145382,-0.1766389314220569,-0.08348570254910778,0.15947873637227092,0.19646962898052492,-0.8272285584180795,0.007619360034439651,0.05188361232972688,0.2597816737123204,-0.8571863995550185,0.1771355707368915,-0.3764233124362158,0.09675273363465382,-0.06998170035843726,100
78,2,48,0.13334424087307253,-0.18352351470421863,-0.08054010194570421,0.16235495537082872,0.1925569540953883,-0.8348097342645175,0.015193732253074854,0.05108145163545383,0.26151698498219866,-0.8633614044958637,0.19058922281525872,-0.40562399766729906,0.09415337512758302,-0.07656017012632321,99
79,2,49,0.13903716663160687,-0.19040809798638034,-0.07759450134230064,0.16523117436938653,0.18864427921025168,-0.8423909101109556,0.022768104471710043,0.050279290941180776,0.26325229625207686,-0.8695364094367088,0.20404287489362594,-0.4348246828983824,0.09155401662051224,-0.08313863989420914,98
80,3,1,-0.3368757458435333,0.12165070954203332,-0.22343236794373494,0.025494939738494524,0.04338500915132752,-0.5967147808697053,0.004920021660803218,0.2803516282521732,0.0076184575002786895,-0.5327959195335937,-0.12213344709279697,-0.14649001312144638,0.039266365359393415,0.2440078326487814,155
81,3,2,-0.31808614076486674,0.10707209086811605,-0.21889450604667324,0.025377747808994065,0.05380440945267681,-0.5895902016648146,0.008082880331024705,0.2640358485962566,0.016728872040779743,-0.5334490538730827,-0.11721000036520754,-0.12772270010205578,0.04697322253002063,0.2320635393048571,155
82,3,3,-0.29929653568620024,0.09249347219419878,-0.21435664414961156,0.025260555879493607,0.0642238097540261,-0.5824656224599238,0.01124573900124619,0.24772006894034002,0.025839286581280797,-0.5341021882125717,-0.11228655363761811,-0.1089553870826652,0.05468007970064784,0.22011924596093277,155
83,3,4,-0.2805069306075337,0.0779148535202815,-0.20981878225254985,0.02514336394999315,0.07464321005537539,-0.5753410432550331,0.014408597671467675,0.23140428928442341,0.034949701121781855,-0.5347553225520607,-0.10736310691002868,-0.09018807406327459,0.062386936871275056,0.20817495261700847,155
84,3,5,-0.2617173255288671,0.06333623484636423,-0.20528092035548817,0.02502617202049269,0.08506261035672469,-0.5682164640501424,0.017571456341689162,0.21508850962850684,0.044060115662282906,-0.5354084568915497,-0.10243966018243925,-0.07142076104388399,0.07009379404190227,0.19623065927308414,155
85,3,6,-0.24292772045020058,0.04875761617244696,-0.20074305845842647,0.024908980090992232,0.09548201065807396,-0.5610918848452517,0.02073431501191065,0.19877272997259024,0.053170530202783964,-0.5360615912310387,-0.09751621345484981,-0.0526534480244934,0.07780065121252948,0.18428636592915984,155
86,3,7,-0.22413811537153405,0.03417899749852969,-0.19620519656136476,0.024791788161491773,0.10590141095942326,-0.553967305640361,0.023897173682132133,0.18245695031667364,0.062280944743285015,-0.5367147255705277,-0.09259276672726038,-0.03388613500510279,0.0855075083831567,0.17234207258523554,155
87,3,8,-0.2053485102928675,0.01960037882461242,-0.19166733466430308,0.024674596231991315,0.11632081126077255,-0.5468427264354703,0.02706003235235362,0.16614117066075706,0.07139135928378607,-0.5373678599100167,-0.08766931999967095,-0.01511882198571221,0.0932143655537839,0.1603977792413112,155
88,3,9,-0.18655890521420096,0.005021760150695151,-0.18712947276724137,0.024557404302490857,0.12674021156212184,-0.5397181472305795,0.030222891022575107,0.14982539100484046,0.08050177382428712,-0.5380209942495057,-0.08274587327208152,0.003648491033678397,0.10092122272441112,0.1484534858973869,155
89,3,10,-0.1677693001355345,-0.009556858523222099,-0.18259161087017975,0.02444021237299041,0.13715961186347114,-0.532593568025689,0.0333857496927966,0.13350961134892386,0.08961218836478818,-0.5386741285889947,-0.07782242654449209,0.022415804053068956,0.10862807989503832,0.13650919255346267,155
90,3,11,-0.14955921660105898,-0.02317181338099381,-0.1776112774978128,0.023182315206251,0.14691160032959846,-0.5255237769039619,0.03666715264616358,0.11841081760892894,0.0985303980163351,-0.5392995904852419,-0.07270247444079049,0.03983087913690043,0.11501851581864217,0.12550935845680639,155
91,3,12,-0.13149395495509983,-0.03618915710327565,-0.17247238808588342,0.02132097325488152,0.15619920839257712,-0.5184719315874219,0.040066926318571915,0.103999218505684,0.10723526267104078,-0.5399853070640984,-0.06769341576389512,0.056315303494192566,0.12051747096273488,0.11523570508084097,155
92,3,13,-0.1135756751065089,-0.04836165061616736,-0.1671574880204228,0.019065157700298086,0.16507103400157416,-0.5115738204634459,0.04356424301752165,0.09020265344800237,0.11587257617640481,-0.5407184070466279,-0.06276591920720846,0.07172328327744572,0.12494416095641697,0.1056428855116199,155
93,3,14,-0.09568342215958275,-0.059505974315854776,-0.16155933902245825,0.0165351484666879,0.17351087784020033,-0.5048446303911489,0.04705496428051306,0.07703290375689414,0.12425280653067736,-0.54145301835602,-0.05798784936246601,0.0860548184866599,0.12822860475288858,0.09689358557345662,155
94,3,15,-0.07786039429135827,-0.06955946557576477,-0.15563621739147535,0.013723655861675958,0.18143774332651078,-0.4984624049600322,0.05059740764654597,0.064528258725642,0.13227389804060835,-0.5420318791255725,-0.05355474827365153,0.09916411527433547,0.13023667201245004,0.08906763996629231,155
95,3,16,-0.06011523113724285,-0.07871729423854769,-0.14919935028188003,0.010600306167033167,0.1889650256752281,-0.4923889983533789,0.054266552808620194,0.0526121397676805,0.13986295378244828,-0.5424490859867506,-0.04941888067708662,0.11119696748797206,0.13102084852020124,0.08217419851090108,155
96,3,17,-0.04251272996279189,-0.08723082900678913,-0.14223056576680065,0.00728173446075924,0.19614132283551938,-0.48664495749822617,0.05785828838023628,0.04137879745109023,0.14696165621719737,-0.5427204135144915,-0.04587816062801707,0.12215337512756967,0.1305111532293423,0.07632205358176194,155
